wavelength,flux,fluxerr
3862.316,4.2296066744729915e-15,-3.586162232666394e-19
3864.604,4.3790301008340915e-15,-3.586162232666394e-19
3866.892,4.2050831206193035e-15,-3.586162232666394e-19
3869.179,4.3780882804497545e-15,-3.586162232666394e-19
3871.467,4.704284148178653e-15,-3.586162232666394e-19
3873.754,4.662336917214736e-15,-3.586162232666394e-19
3876.042,4.2279403768699346e-15,-3.586162232666394e-19
3878.329,4.8041171089183354e-15,-3.586162232666394e-19
3880.617,4.610283229049669e-15,-3.586162232666394e-19
3882.905,5.183670723805997e-15,-3.586162232666394e-19
3885.192,4.940934631673698e-15,-3.586162232666394e-19
3887.48,5.016171590837821e-15,-3.586162232666394e-19
3889.767,4.318934715541227e-15,-3.586162232666394e-19
3892.055,4.827264156056455e-15,-3.586162232666394e-19
3894.342,5.4280368896804154e-15,-3.586162232666394e-19
3896.63,5.25097465742513e-15,-3.586162232666394e-19
3898.918,5.105354736462312e-15,-3.586162232666394e-19
3901.205,5.313171026652283e-15,-3.586162232666394e-19
3903.493,5.200551043002184e-15,-3.586162232666394e-19
3905.78,5.331464076424975e-15,-3.586162232666394e-19
3908.068,5.9855221094858275e-15,-3.586162232666394e-19
3910.355,5.9573761695385366e-15,-3.586162232666394e-19
3912.643,6.414738637716779e-15,-3.586162232666394e-19
3914.931,6.281833291942505e-15,-3.586162232666394e-19
3917.218,6.350549956138143e-15,-3.586162232666394e-19
3919.506,6.3339956516903806e-15,-3.586162232666394e-19
3921.793,6.97769366052353e-15,-3.586162232666394e-19
3924.081,7.137151096363908e-15,-3.586162232666394e-19
3926.368,6.7323132265429024e-15,-3.586162232666394e-19
3928.656,6.516962373278238e-15,-3.586162232666394e-19
3930.943,6.809796065085058e-15,-3.586162232666394e-19
3933.231,6.753830199938901e-15,-3.586162232666394e-19
3935.519,6.7594086745230485e-15,-3.586162232666394e-19
3937.806,7.463564307258422e-15,-3.586162232666394e-19
3940.094,7.482944072859195e-15,-3.586162232666394e-19
3942.381,7.278170586987851e-15,-3.586162232666394e-19
3944.669,7.907270379863783e-15,-3.586162232666394e-19
3946.956,7.508119656209732e-15,-3.586162232666394e-19
3949.244,6.689243055889969e-15,-3.586162232666394e-19
3951.532,7.140664810874703e-15,-3.586162232666394e-19
3953.819,6.6538523437554735e-15,-3.586162232666394e-19
3956.107,6.715251788042035e-15,-3.586162232666394e-19
3958.394,7.434222979900244e-15,-3.586162232666394e-19
3960.682,7.350256070250539e-15,-3.586162232666394e-19
3962.969,7.114511183278894e-15,-3.586162232666394e-19
3965.257,6.981859404531173e-15,-3.586162232666394e-19
3967.545,6.907346922585771e-15,-3.586162232666394e-19
3969.832,6.653417657424242e-15,-3.586162232666394e-19
3972.12,6.4226716632617675e-15,-3.586162232666394e-19
3974.407,6.9167289025682014e-15,-3.586162232666394e-19
3976.695,7.068615551472951e-15,-3.586162232666394e-19
3978.982,7.162507799019125e-15,-3.586162232666394e-19
3981.27,6.441109608478204e-15,-3.586162232666394e-19
3983.558,6.607775592644851e-15,-3.586162232666394e-19
3985.845,6.6322266987766675e-15,-3.586162232666394e-19
3988.133,6.6946766350303735e-15,-3.586162232666394e-19
3990.42,6.4616123137679934e-15,-3.586162232666394e-19
3992.708,6.495300504438496e-15,-3.586162232666394e-19
3994.995,5.925535395775772e-15,-3.586162232666394e-19
3997.283,6.147261648565176e-15,-3.586162232666394e-19
3999.57,6.1248028547848405e-15,-3.586162232666394e-19
4001.858,6.238980464455189e-15,-3.586162232666394e-19
4004.146,6.353737655900513e-15,-3.586162232666394e-19
4006.433,5.655740079524264e-15,-3.586162232666394e-19
4008.721,5.870511351013951e-15,-3.586162232666394e-19
4011.008,5.6566818999086e-15,-3.586162232666394e-19
4013.296,5.922166576708721e-15,-3.586162232666394e-19
4015.583,5.65103097760258e-15,-3.586162232666394e-19
4017.871,5.697542415044435e-15,-3.586162232666394e-19
4020.159,5.52421124046556e-15,-3.586162232666394e-19
4022.446,5.721124148513787e-15,-3.586162232666394e-19
4024.734,5.331065613954679e-15,-3.586162232666394e-19
4027.021,5.596441619171992e-15,-3.586162232666394e-19
4029.309,5.924122665199267e-15,-3.586162232666394e-19
4031.596,5.787087799278287e-15,-3.586162232666394e-19
4033.884,5.704171381595728e-15,-3.586162232666394e-19
4036.172,5.6915292541290555e-15,-3.586162232666394e-19
4038.459,6.096149780784446e-15,-3.586162232666394e-19
4040.747,6.1603746862240166e-15,-3.586162232666394e-19
4043.034,6.128570136322187e-15,-3.586162232666394e-19
4045.322,6.471791218691016e-15,-3.586162232666394e-19
4047.609,5.911734104759146e-15,-3.586162232666394e-19
4049.897,6.253107770220238e-15,-3.586162232666394e-19
4052.185,6.357287594272244e-15,-3.586162232666394e-19
4054.472,6.162584341741114e-15,-3.586162232666394e-19
4056.76,6.739630446451979e-15,-3.586162232666394e-19
4059.047,7.082887752681744e-15,-3.586162232666394e-19
4061.335,7.024857127462234e-15,-3.586162232666394e-19
4063.622,6.765820297908725e-15,-3.586162232666394e-19
4065.91,6.540326763581974e-15,-3.586162232666394e-19
4068.197,6.353121850264601e-15,-3.586162232666394e-19
4070.485,6.662618518101992e-15,-3.586162232666394e-19
4072.773,6.9049561477639935e-15,-3.586162232666394e-19
4075.06,6.767993729564886e-15,-3.586162232666394e-19
4077.348,6.883475398228931e-15,-3.586162232666394e-19
4079.635,6.272415088099139e-15,-3.586162232666394e-19
4081.923,6.489323567384052e-15,-3.586162232666394e-19
4084.21,6.473240173128458e-15,-3.586162232666394e-19
4086.498,6.823778475406364e-15,-3.586162232666394e-19
4088.786,6.929914387948914e-15,-3.586162232666394e-19
4091.073,7.230753553022594e-15,-3.586162232666394e-19
4093.361,6.391193128108363e-15,-3.586162232666394e-19
4095.648,6.493090848921399e-15,-3.586162232666394e-19
4097.936,6.759915808576153e-15,-3.586162232666394e-19
4100.223,6.4599097923040005e-15,-3.586162232666394e-19
4102.511,7.121900850909843e-15,-3.586162232666394e-19
4104.799,7.046772563328528e-15,-3.586162232666394e-19
4107.086,7.559992225070119e-15,-3.586162232666394e-19
4109.374,6.8218948346376904e-15,-3.586162232666394e-19
4111.661,7.064956941518412e-15,-3.586162232666394e-19
4113.949,7.165369484033072e-15,-3.586162232666394e-19
4116.236,6.778426201514461e-15,-3.586162232666394e-19
4118.524,6.9683116805411e-15,-3.586162232666394e-19
4120.812,6.700726019806689e-15,-3.586162232666394e-19
4123.099,6.6443254683292996e-15,-3.586162232666394e-19
4125.387,6.753141946581116e-15,-3.586162232666394e-19
4127.674,6.8588793966533705e-15,-3.586162232666394e-19
4129.962,6.140053100238907e-15,-3.586162232666394e-19
4132.249,6.768790654505479e-15,-3.586162232666394e-19
4134.537,6.8271110706124775e-15,-3.586162232666394e-19
4136.824,6.555649456757913e-15,-3.586162232666394e-19
4139.112,6.025114789488902e-15,-3.586162232666394e-19
4141.4,6.617773378263194e-15,-3.586162232666394e-19
4143.687,6.815555658973886e-15,-3.586162232666394e-19
4145.975,6.4455651433733345e-15,-3.586162232666394e-19
4148.262,6.335879292459054e-15,-3.586162232666394e-19
4150.55,6.415535562657371e-15,-3.586162232666394e-19
4152.837,6.501060098327324e-15,-3.586162232666394e-19
4155.125,5.881885643347862e-15,-3.586162232666394e-19
4157.413,6.0754297323290395e-15,-3.586162232666394e-19
4159.7,6.018739389964162e-15,-3.586162232666394e-19
4161.988,5.265138187051115e-15,-3.586162232666394e-19
4164.275,5.5660135759857314e-15,-3.586162232666394e-19
4166.563,5.9861016912608045e-15,-3.586162232666394e-19
4168.85,5.9478492941123626e-15,-3.586162232666394e-19
4171.138,6.375290853157448e-15,-3.586162232666394e-19
4173.426,6.2457543264502255e-15,-3.586162232666394e-19
4175.713,6.618389183899106e-15,-3.586162232666394e-19
4178.001,6.193555742841414e-15,-3.586162232666394e-19
4180.288,5.637519477473444e-15,-3.586162232666394e-19
4182.576,6.008886499789563e-15,-3.586162232666394e-19
4184.863,5.789659693404745e-15,-3.586162232666394e-19
4187.151,5.942307043389151e-15,-3.586162232666394e-19
4189.438,6.1905129385227885e-15,-3.586162232666394e-19
4191.726,6.137662325417129e-15,-3.586162232666394e-19
4194.014,6.039242095253952e-15,-3.586162232666394e-19
4196.301,5.557392297082958e-15,-3.586162232666394e-19
4198.589,5.6447642496606485e-15,-3.586162232666394e-19
4200.876,5.545221079808454e-15,-3.586162232666394e-19
4203.164,5.41369224074975e-15,-3.586162232666394e-19
4205.451,5.313750608427259e-15,-3.586162232666394e-19
4207.739,5.393841564956809e-15,-3.586162232666394e-19
4210.027,5.598542603106282e-15,-3.586162232666394e-19
4212.314,5.046382290858465e-15,-3.586162232666394e-19
4214.602,5.624660006841155e-15,-3.586162232666394e-19
4216.889,5.229638803333811e-15,-3.586162232666394e-19
4219.177,5.198341387485086e-15,-3.586162232666394e-19
4221.464,5.274701286338225e-15,-3.586162232666394e-19
4223.752,5.3521479010194445e-15,-3.586162232666394e-19
4226.04,4.903261816300233e-15,-3.586162232666394e-19
4228.327,4.664003214817794e-15,-3.586162232666394e-19
4230.615,5.196385298994541e-15,-3.586162232666394e-19
4232.902,4.658062501624285e-15,-3.586162232666394e-19
4235.19,4.7596342076888975e-15,-3.586162232666394e-19
4237.477,4.93727602171916e-15,-3.586162232666394e-19
4239.765,5.136434809145421e-15,-3.586162232666394e-19
4242.053,4.379899473496556e-15,-3.586162232666394e-19
4244.34,4.565582984654616e-15,-3.586162232666394e-19
4246.628,4.7236639137794255e-15,-3.586162232666394e-19
4248.915,4.897755789437957e-15,-3.586162232666394e-19
4251.203,4.776840541633509e-15,-3.586162232666394e-19
4253.49,5.037797235816627e-15,-3.586162232666394e-19
4255.778,4.684505920107583e-15,-3.586162232666394e-19
4258.065,4.9787523424909075e-15,-3.586162232666394e-19
4260.353,4.909600991964038e-15,-3.586162232666394e-19
4262.641,4.648716745502792e-15,-3.586162232666394e-19
4264.928,5.4051071857079124e-15,-3.586162232666394e-19
4267.216,5.426587935242975e-15,-3.586162232666394e-19
4269.503,5.041455845771166e-15,-3.586162232666394e-19
4271.791,4.969008123899117e-15,-3.586162232666394e-19
4274.078,5.705765231476913e-15,-3.586162232666394e-19
4276.366,6.0930707526048835e-15,-3.586162232666394e-19
4278.654,5.89402063676143e-15,-3.586162232666394e-19
4280.941,5.921804338099361e-15,-3.586162232666394e-19
4283.229,5.80929302603207e-15,-3.586162232666394e-19
4285.516,5.969619834534913e-15,-3.586162232666394e-19
4287.804,6.315159244003648e-15,-3.586162232666394e-19
4290.091,6.352723387794305e-15,-3.586162232666394e-19
4292.379,6.517252164165727e-15,-3.586162232666394e-19
4294.667,6.522577071723322e-15,-3.586162232666394e-19
4296.954,6.5753190132461736e-15,-3.586162232666394e-19
4299.242,6.316282183692665e-15,-3.586162232666394e-19
4301.529,6.545542999556762e-15,-3.586162232666394e-19
4303.817,6.19815617318029e-15,-3.586162232666394e-19
4306.104,6.6263222094440956e-15,-3.586162232666394e-19
4308.392,6.339211887665168e-15,-3.586162232666394e-19
4310.68,6.729958675582061e-15,-3.586162232666394e-19
4312.967,6.959328163028966e-15,-3.586162232666394e-19
4315.255,7.01833683249375e-15,-3.586162232666394e-19
4317.542,7.419516092360217e-15,-3.586162232666394e-19
4319.83,6.862139544137613e-15,-3.586162232666394e-19
4322.117,6.834790529130915e-15,-3.586162232666394e-19
4324.405,6.645593303462061e-15,-3.586162232666394e-19
4326.692,6.822039730081434e-15,-3.586162232666394e-19
4328.98,6.977114078748554e-15,-3.586162232666394e-19
4331.268,7.173990762935846e-15,-3.586162232666394e-19
4333.555,6.830878352149824e-15,-3.586162232666394e-19
4335.843,6.708622821490743e-15,-3.586162232666394e-19
4338.13,6.69261187495702e-15,-3.586162232666394e-19
4340.418,6.777339485686381e-15,-3.586162232666394e-19
4342.705,6.883004488036763e-15,-3.586162232666394e-19
4344.993,7.288421939632746e-15,-3.586162232666394e-19
4347.281,6.651352897350888e-15,-3.586162232666394e-19
4349.568,6.962950549122568e-15,-3.586162232666394e-19
4351.856,6.628531864961193e-15,-3.586162232666394e-19
4354.143,6.790597418788965e-15,-3.586162232666394e-19
4356.431,6.9713544848597255e-15,-3.586162232666394e-19
4358.718,6.9912413845136035e-15,-3.586162232666394e-19
4361.006,6.933283207015965e-15,-3.586162232666394e-19
4363.294,6.586657081719149e-15,-3.586162232666394e-19
4365.581,6.3880054283459925e-15,-3.586162232666394e-19
4367.869,6.151028930102522e-15,-3.586162232666394e-19
4370.156,5.829723283599988e-15,-3.586162232666394e-19
4372.444,6.508051303487976e-15,-3.586162232666394e-19
4374.731,6.4364005065565205e-15,-3.586162232666394e-19
4377.019,5.855224881698949e-15,-3.586162232666394e-19
4379.307,5.874097513246617e-15,-3.586162232666394e-19
4381.594,6.182761032282479e-15,-3.586162232666394e-19
4383.882,6.124983974089521e-15,-3.586162232666394e-19
4386.169,5.964041359950765e-15,-3.586162232666394e-19
4388.457,5.928795543260014e-15,-3.586162232666394e-19
4390.744,5.865910920675076e-15,-3.586162232666394e-19
4393.032,5.87225009633888e-15,-3.586162232666394e-19
4395.319,5.958644004671298e-15,-3.586162232666394e-19
4397.607,5.458283813561996e-15,-3.586162232666394e-19
4399.895,5.6656654174207345e-15,-3.586162232666394e-19
4402.182,5.4041653653235754e-15,-3.586162232666394e-19
4404.47,5.2870898467783454e-15,-3.586162232666394e-19
4406.757,5.5201903919016614e-15,-3.586162232666394e-19
4409.045,5.304187509140149e-15,-3.586162232666394e-19
4411.332,5.229530131751003e-15,-3.586162232666394e-19
4413.62,5.128284440434815e-15,-3.586162232666394e-19
4415.908,5.2625300690637214e-15,-3.586162232666394e-19
4418.195,5.482517576528196e-15,-3.586162232666394e-19
4420.483,5.750972609925071e-15,-3.586162232666394e-19
4422.77,5.571048692655839e-15,-3.586162232666394e-19
4425.058,5.246446674808127e-15,-3.586162232666394e-19
4427.345,5.290531113567268e-15,-3.586162232666394e-19
4429.633,5.2046443392879545e-15,-3.586162232666394e-19
4431.921,5.279084373511484e-15,-3.586162232666394e-19
4434.208,5.08970602853795e-15,-3.586162232666394e-19
4436.496,5.471396851220837e-15,-3.586162232666394e-19
